Artist,Track,Album,Album_type,Views,Likes,Comments,Licensed,official_video,Stream,Views_state,comments_likes,stream_state
TOOL,Stinkfist,Ænima,album,12299185.0,109143.0,5115.0,True,True,66590100.0,low,low and high,medium
TOOL,Vicarious,"10,000 Days",album,20814842.0,151007.0,8421.0,True,True,53382716.0,high,high and high,medium
TOOL,Pneuma,Fear Inoculum,album,28145323.0,317920.0,34836.0,False,False,70885824.0,high,high and high,medium
TOOL,Parabola,Lateralus,album,18293077.0,148273.0,10557.0,True,True,41742972.0,high,high and high,medium
TOOL,Lateralus,Lateralus,album,20398701.0,138704.0,10391.0,True,True,46899274.0,high,high and high,medium
TOOL,Jambi,"10,000 Days",album,10879103.0,60213.0,3577.0,True,True,45580275.0,low,low and high,medium
Billy Idol,Rebel Yell,Rebel Yell,album,122951750.0,725333.0,27945.0,True,True,291069836.0,high,high and high,high
Billy Idol,White Wedding - Pt. 1,Billy Idol,album,51918217.0,364523.0,12662.0,True,True,204401113.0,high,high and high,high
Billy Idol,Night Crawling (feat. Billy Idol),Plastic Hearts,album,725695.0,29425.0,717.0,False,False,53454409.0,low,low and low,medium
Billy Idol,Bitter Taste,Bitter Taste,single,4577561.0,87788.0,7206.0,True,True,11012831.0,low,low and high,low
Billy Idol,Hot In The City,Billy Idol,album,13618413.0,75519.0,3251.0,True,True,28057858.0,low,low and low,medium
Billy Idol,White Wedding – Part 1,White Wedding,single,51918217.0,364523.0,12662.0,True,True,13736172.0,high,high and high,low
Natiruts,Quero Ser Feliz Também - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,397441.0,6144.0,112.0,True,True,156361472.0,low,low and low,high
Natiruts,Andei Só - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,1608363.0,10096.0,182.0,True,True,87897413.0,low,low and low,medium
Natiruts,Você Me Encantou Demais - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,69603459.0,279864.0,4135.0,True,True,56726948.0,high,high and high,medium
Natiruts,Me Namora (feat. Edu Ribeiro) - Natiruts Reggae Brasil - Ao Vivo,Natiruts Reggae Brasil (Ao Vivo) [Deluxe],album,16575925.0,132507.0,1691.0,True,True,64162258.0,high,high and low,medium
Natiruts,"Sorri, Sou Rei (KVSH Remix)","Sorri, Sou Rei (KVSH Remix)",single,26305826.0,241937.0,1545.0,True,True,49951052.0,high,high and low,medium
Natiruts,"Sorri, Sou Rei (feat. Claudia Leitte)",Raçaman,album,166657715.0,793747.0,13687.0,True,True,88951071.0,high,high and high,medium
Natiruts,Liberdade Pra Dentro da Cabeça - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,1279207.0,11534.0,288.0,True,True,42107508.0,low,low and low,medium
Natiruts,Natiruts Reggae Power - Ao Vivo,Reggae Power (Ao Vivo),album,5998976.0,55197.0,969.0,True,True,29330250.0,low,low and low,medium
Natiruts,Tudo Vai Dar Certo,Tudo Vai Dar Certo,single,14617368.0,154935.0,4344.0,True,True,24192861.0,high,high and high,medium
Natiruts,Pérola Negra (feat. Luiz Melodia) - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),album,23004311.0,53384.0,984.0,True,True,31806802.0,high,low and low,medium
Estopa,Diablo,Resiliencia,album,4838335.0,54954.0,1040.0,True,True,26310903.0,low,low and low,medium
Estopa,Como Camarón,Estopa,album,39784123.0,132516.0,3425.0,True,True,95053016.0,high,high and high,medium
